dataset,experiment,descripcion_experimento,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,n,B_accuracy_mean,B_accuracy_std,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_f1_macro_mean,B_f1_macro_std,B_f1_weighted_mean,B_f1_weighted_std,B_fit_time_mean,B_fit_time_std,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_weighted_mean,B_fnr_weighted_std,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_weighted_mean,B_fpr_weighted_std,B_mcc_mean,B_mcc_std,B_precision_macro_mean,B_precision_macro_std,B_precision_weighted_mean,B_precision_weighted_std,B_recall_macro_mean,B_recall_macro_std,B_recall_weighted_mean,B_recall_weighted_std,B_roc_auc_mean,B_roc_auc_std,B_score_time_mean,B_score_time_std,source_file
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,20000,0.9673987260051616,0.0004967594963149,5.317845601242894e-05,1.478162726007394e-06,0.6089975638892973,0.0161032090553811,0.9737081172482556,0.0003602511045784,0.0215380668640136,0.0018766943451836,0.107653657321407,0.013477014023882,0.0326012739948383,0.0004967594963149,0.0022791057648302,3.396488353650869e-05,0.0015853124776156,0.000116001509968,0.90447155300236,0.0012744230246161,0.5375813167165685,0.0164817784829145,0.983387509584096,0.0002525680404991,0.8923463426785929,0.013477014023882,0.9673987260051616,0.0004967594963149,0.990436818382342,0.0001094131543032,21.448349142074584,0.5961594527018071,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,30000,0.9716910162220772,0.0005044715030751,7.854074418132059e-05,1.5996893747841612e-07,0.6341399279313842,0.016616431654408,0.9766579452490248,0.0003362390237031,0.0323592185974121,0.0029292706724512,0.1063420291735861,0.014926039537317,0.028308983777923,0.0005044715030751,0.0019836284742092,3.421186067009527e-05,0.001445443335215,5.222442719256964e-05,0.91573880014453,0.0013465286011546,0.5655123219292826,0.0169693341008738,0.9844725978848804,0.0001771465063634,0.8936579708264138,0.014926039537317,0.9716910162220772,0.0005044715030751,0.991467836820538,0.0001178543230224,31.677665567398076,0.0645238769681705,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,40000,0.9744406408231056,0.0004702119920902,0.0001072409673027,3.0317817562062587e-06,0.6507861409205955,0.0148751136878548,0.9786621714099076,0.0003601990798333,0.0414850234985351,0.0019207903393073,0.1096941653267052,0.0100869861159381,0.0255593591768944,0.0004702119920902,0.0017917467602621,3.20251601889538e-05,0.0013168422270376,3.6083844754043335e-05,0.9231392129629116,0.0012793794929132,0.585739546663722,0.0159907455468359,0.9853870861762258,0.0001994332869899,0.8903058346732948,0.010086986115938,0.9744406408231056,0.0004702119920902,0.9921377327657442,8.181829904135543e-05,43.25326247215271,1.2227590909067545,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,500,0.8683938936918286,0.0067542878827968,1.549219758280261e-06,1.0654858946101982e-07,0.4167339415144141,0.0156706081107575,0.9046689076325334,0.0047929321602799,0.0009543418884277,0.0001248466089739,0.1086696339330836,0.0191029826849829,0.1316061063081715,0.0067542878827968,0.0092491214283743,0.0004134967055159,0.0071307151174433,0.0009099609322058,0.7097950396348303,0.0098586806938371,0.342209073676273,0.0140756444918542,0.9597438253260244,0.0019130073989806,0.8913303660669165,0.0191029826849829,0.8683938936918286,0.0067542878827968,0.959383143335446,0.0031138985609167,0.6248434066772461,0.0429742028881275,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,1000,0.8996815990127827,0.0019841149369205,2.753833220560419e-06,6.499724841129955e-08,0.458249205231248,0.0143300463036759,0.9272630220724694,0.0015221587344588,0.0016376018524169,0.0001976671630421,0.1062999156891593,0.0188345843704082,0.1003184009872174,0.0019841149369205,0.0071200235887175,0.0001179939230047,0.0064819528435454,0.0010014044649172,0.7604109791580089,0.0032098906835983,0.3813190600796064,0.0145468428326583,0.9675631516073648,0.0009226865675013,0.8937000843108406,0.0188345843704081,0.8996815990127827,0.0019841149369205,0.971467057148122,0.0019485698819853,1.1106975078582764,0.0262159047837308,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,2000,0.9255439375673729,0.0012717269933965,5.297912812965219e-06,2.809184531408481e-07,0.492650471044092,0.0078052465744007,0.9454356070141458,0.0010344331381899,0.0030194282531738,0.0006791695778992,0.1119306754937161,0.0188398493953667,0.0744560624326271,0.0012717269933965,0.0054077277685691,8.497235133607972e-05,0.0066598540959094,0.0009774390314356,0.8081594854568153,0.0024507458031979,0.4138177076598217,0.0057894334461106,0.9737448905764604,0.0007839665194869,0.8880693245062838,0.0188398493953667,0.9255439375673729,0.0012717269933965,0.9783303840274704,0.0008514383836358,2.136795425415039,0.113299864488594,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,5000,0.9482004465856568,0.0013506512795209,1.2484371167897132e-05,5.18789507075929e-08,0.530540015302283,0.0112948540417231,0.960778908288121,0.0009004151094913,0.0068258762359619,0.0006329360935484,0.1082352262805948,0.0175329676196237,0.0517995534143433,0.0013506512795208,0.003837947413317,9.235446599426222e-05,0.0057696577854128,0.0006248700584641,0.8566433766953143,0.0030531159277381,0.4528260952633921,0.0104098842235583,0.9789070179824468,0.0003490540986324,0.8917647737194052,0.0175329676196237,0.9482004465856568,0.0013506512795209,0.984103186415464,0.0004401612998315,5.035293960571289,0.0209251474612323,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,10000,0.9595629162124132,0.0012405608228918,2.505959590362052e-05,1.7339935579719426e-07,0.5708003168016509,0.0102952378281877,0.9684785718111198,0.0009560510644519,0.0096641063690185,0.0005838671278195,0.1051718970331813,0.0158279791038527,0.0404370837875865,0.0012405608228918,0.0030353901060092,6.732480037726176e-05,0.0050937678025523,0.0005171976900971,0.8838060266185428,0.0029826834231001,0.4960780978717607,0.0098139774635201,0.9814705802385364,0.0005551332860608,0.8948281029668186,0.0158279791038526,0.9595629162124132,0.0012405608228918,0.9876707809976258,0.0004688772086476,10.107231664657592,0.0699331817355841,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,20000,0.968325515530368,0.0004865331975664,5.153317399151775e-05,2.741144993821275e-06,0.6116752007378612,0.0177556516928534,0.9745132038976944,0.0003795620627259,0.0190144062042236,0.0004895168729639,0.109539584667028,0.0141717117133874,0.031674484469632,0.0004865331975664,0.0023971180018836,4.557209471896887e-05,0.0042822855586229,0.0002303644413439,0.9062626611057354,0.0013072471252832,0.5427861019358939,0.0188221128899131,0.983751620636107,0.0002608441388602,0.8904604153329719,0.0141717117133874,0.968325515530368,0.0004865331975664,0.990189270318384,0.0002013772418071,20.78476071357727,1.1055553241429106,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,30000,0.9724368115151608,0.0005806572232941,7.999238971491084e-05,4.663205611791242e-06,0.6360052415319292,0.0148863711121109,0.9773277313935336,0.0004109492900093,0.0304121971130371,0.0026912779608506,0.1054134764530903,0.0119089167228267,0.0275631884848392,0.0005806572232941,0.0020703854565864,4.2561833483956936e-05,0.0034925933639581,0.0001080666217024,0.9173257073392926,0.0015617724671855,0.5693976659701713,0.0158699454986737,0.9848442236197196,0.0002118137935776,0.8945865235469096,0.0119089167228268,0.9724368115151608,0.0005806572232941,0.9912945432888192,0.0001486211748426,32.26315460205078,1.8808022828709008,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,40000,0.9752226349407296,0.0005757930201324,0.0001019216302726,1.0797844015088951e-06,0.6539537687320431,0.0155821340106084,0.9793671725202738,0.0004711961290122,0.0412471294403076,0.0015414640847022,0.1103707642770462,0.0109019161769876,0.0247773650592705,0.0005757930201324,0.0018569176339323,4.027226229533368e-05,0.0030763994497152,7.651710951177534e-05,0.9249648226936704,0.0015847179919233,0.591167853925221,0.0170559006120547,0.9858274958639096,0.0003047919281186,0.8896292357229537,0.0109019161769875,0.9752226349407296,0.0005757930201324,0.9919929431999606,7.946879031965775e-05,41.10782685279846,0.4355004821313097,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
